scrp_date,scrp_time,genre_en,genre_jp,rank,media_jp,title,comment,link,date_original
2024-06-14,21:38,sports,スポーツ,1,デイリースポーツ,阪神　２年連続で交流戦負け越し決定　チグハグ攻撃で痛恨完封負け　９回で５度得点圏に走者進めるも…最後は佐藤輝が空振り三振で１４Ｋ,189,https://news.yahoo.co.jp/articles/ce4a7e254a83c84d8b7411ab9472396c0a5c0a6c,6/14(金) 21:02
2024-06-14,21:38,sports,スポーツ,2,週刊女性PRIME,「もう日本で投げたくないんだろうな」佐々木朗希、2度目の登録抹消に“気持ちはメジャー”を疑う声,160,https://news.yahoo.co.jp/articles/bece2883f9c8cafe507cc833d8799af3f71bf017,6/14(金) 11:51
2024-06-14,21:38,sports,スポーツ,3,デイリースポーツ,阪神　９イニング中５度得点圏に走者置くも完封負け　計１４三振喫する悪夢　序盤の走塁ミス＆併殺打響く　交流戦負け越し決定,143,https://news.yahoo.co.jp/articles/7cc0b8d0d90dffdf7a3417d87b01dcdf7d83ed34,6/14(金) 19:45
2024-06-14,21:38,sports,スポーツ,4,スポニチアネックス,ロッテ吉井監督　佐々木朗希抹消を説明「中6日では、またきついということだったので」,131,https://news.yahoo.co.jp/articles/e04148ef12f0bc4811409345b6b24ba7442d5c6a,6/13(木) 21:38
2024-06-14,21:38,sports,スポーツ,5,TBS NEWS DIG Powered by JNN,眞鍋ジャパンのパリ五輪出場が決定！日本バレーボール協会が発表、2試合残し6大会連続切符に眞鍋監督「ホッとしています」,112,https://news.yahoo.co.jp/articles/c600db29c36c7bdf1b8457a3cc9e13348c6f7155,6/14(金) 14:02
2024-06-14,21:38,sports,スポーツ,6,日刊スポーツ,【阪神】ソフトバンク戦前に博多駅に阪神ファン大集結！　到着した選手見ようと“花道”も,97,https://news.yahoo.co.jp/articles/56a704eddcfea7aa2bebd0de1d5c66f4f1ec12ca,6/14(金) 13:33
2024-06-14,21:38,sports,スポーツ,7,日刊スポーツ,【阪神】１発で同点やったけど…９回無死一塁で糸原健斗、前川右京、佐藤輝明の代打攻勢も実らず,89,https://news.yahoo.co.jp/articles/d226d6480dc7c831949bed01838b926cd5456eac,6/14(金) 21:21
2024-06-14,21:38,sports,スポーツ,8,デイリースポーツ,阪神　伊藤将司にまさかの落とし穴…伏兵にプロ初安打→プロ初本塁打献上　２失点にマウンドで表情ゆがめる,88,https://news.yahoo.co.jp/articles/eea95156d1308df0d89a9aadd7f5b4fa8bd46241,6/14(金) 19:57
2024-06-14,21:38,sports,スポーツ,9,TBS NEWS DIG Powered by JNN,【阪神】今季9度目の完封負けで交流戦負け越し確定... 伊藤将が完投も廣瀨のプロ初の一発に泣く 打線はモイネロに12三振を喫する,87,https://news.yahoo.co.jp/articles/f2e1766860ed1e1c26e346e9949ec8f857dee5c8,6/14(金) 21:01
2024-06-14,21:38,sports,スポーツ,10,日刊スポーツ,【阪神】貧打の虎、１週間で３度目の完封負け　モイネロに7回で12三振、伊藤将司完投も…,84,https://news.yahoo.co.jp/articles/028e8d6f84c9d6ea9f2cdf50ad72ca4e2cd9c2cc,6/14(金) 21:02
2024-06-14,21:38,sports,スポーツ,11,スポニチアネックス,阪神　零封負けで交流戦の負け越し決定　好機を築きながら、あと1本が出ず,83,https://news.yahoo.co.jp/articles/29acd686ebbccfbd191b61da7a4c3465a68c3282,6/14(金) 21:02
2024-06-14,21:38,sports,スポーツ,12,AERA dot.,大山、佐藤輝不振で、阪神に「緊急補強」の可能性　ささやかれる清宮幸太郎、安田尚憲の名前,83,https://news.yahoo.co.jp/articles/9339cab048c4d3862bdf0dfa8ac73dc9faa47d68,6/14(金) 17:02
2024-06-14,21:38,sports,スポーツ,13,日刊スポーツ,【阪神】モイネロの前に６イニングで今季13度目の２桁三振…再三の好機演出もあと１本が遠く,72,https://news.yahoo.co.jp/articles/b0713a339aa91ec9022fb4b38bcb4e20e8d115de,6/14(金) 20:45
2024-06-14,21:38,sports,スポーツ,14,TBS NEWS DIG Powered by JNN,【14日・阪神スタメン】森下1番＆中野2番 ノイジー3番 近本4番 原口5番 渡邉6番 豊田7番DH ショート木浪 先発伊藤将 捕手は坂本,71,https://news.yahoo.co.jp/articles/9ddaba2d55297ca0d64042934c618c2291f74c03,6/14(金) 17:54
2024-06-14,21:38,sports,スポーツ,15,スポーツ報知,【阪神】二塁走者の渡辺諒が痛恨走塁ミス、正面の遊ゴロで飛び出し三塁アウト,70,https://news.yahoo.co.jp/articles/528a7471e6c32b5860e1cc55152d485a71ff4a1c,6/14(金) 19:01
2024-06-14,21:38,sports,スポーツ,16,THE ANSWER,フィギュアスケート「バク宙」解禁決定　ISUがルール変更発表「もうペナルティーを受けない」,67,https://news.yahoo.co.jp/articles/6c138a9b5b172a05c5d623cde634d333659e6eb8,6/14(金) 12:10
2024-06-14,21:38,sports,スポーツ,17,デイリースポーツ,なぜセーフ？オリ中嶋監督も激怒の判定　元審判員の見解は－設備の問題点も指摘「審判員が１番強く願っている」,62,https://news.yahoo.co.jp/articles/fc2e5f0da932df5cabc84d97531264b695ea740d,6/14(金) 15:47
2024-06-14,21:38,sports,スポーツ,18,サンケイスポーツ,阪神・ノイジーが１軍昇格、ミエセスが２軍落ちへ,61,https://news.yahoo.co.jp/articles/3cabfd2b77367d3aed5689d416c0cba535322005,6/14(金) 7:30
2024-06-14,21:38,sports,スポーツ,19,デイリースポーツ,日本ハムの連勝が２で止まる　名手・万波がまさかの適時失策　山崎は移籍ワースト６失点,58,https://news.yahoo.co.jp/articles/451d97b5cf4a71260eb003a0a9d7c99412b700d9,6/14(金) 20:45
2024-06-14,21:38,sports,スポーツ,20,ＡＦＰ＝時事,シンガポールGKに中国ファンから送金やまず W杯予選で英雄に,58,https://news.yahoo.co.jp/articles/110093b4cd98ca9ddf278daa7d3fc3811ea6b4ec,6/14(金) 17:01
2024-06-14,21:38,sports,スポーツ,21,スポーツ報知,【巨人】「７番・坂本」が先制Ｖソロ！「６番・尚輝」が千金３ラン！　新打線で７連敗阻止…戸郷は６勝目,57,https://news.yahoo.co.jp/articles/04228b5234ac97104a510a61baf460d19d3ba330,6/14(金) 20:46
2024-06-14,21:38,sports,スポーツ,22,デイリースポーツ,阪神　ラッキー７で左翼席の虎党からジェット風船が飛ぶ　久しぶりの光景　みずほペイペイドームでは新仕様の風船が使用可,57,https://news.yahoo.co.jp/articles/76dbaa4bb47f76fe407dc927e274ee3fd4e03ffd,6/14(金) 20:23
2024-06-14,21:38,sports,スポーツ,23,TBS NEWS DIG Powered by JNN,【巨人】日本ハムに完勝し連敗6で止まる！ 勝率は5割復帰 戸郷が魂の完投で6勝目 坂本が先制4号ソロ 吉川がダメ押しの2号3ラン,56,https://news.yahoo.co.jp/articles/6c4e095339a401f130c3373fd3ade6f211309127,6/14(金) 20:44
2024-06-14,21:38,sports,スポーツ,24,AERA dot.,もう我慢の限界？ 中村奨成、根尾昂、吉田輝星は今季も苦戦　プロで“生き残る道”あるのか,54,https://news.yahoo.co.jp/articles/75a798bcdc4c96fd2030d95fe5a60100810e6139,6/14(金) 18:01
2024-06-14,21:38,sports,スポーツ,25,スポーツ報知,【阪神】先発の伊藤将司が５回に先制２ラン献上、攻撃陣は再三の好機も大拙攻,54,https://news.yahoo.co.jp/articles/9fe987c1493f6f04d6ed863cd1452d05b12eb6f4,6/14(金) 20:05
2024-06-14,21:38,sports,スポーツ,26,THE DIGEST,パリ五輪出場決定の一方で、カナダ戦・石川真佑の”途中交代”にファンは賛否両論。データ重視の監督采配に「ここ一番に弱いのは気がかり」の声も【ネーションズリーグ】,51,https://news.yahoo.co.jp/articles/94a11662ce7d1f74358815bb00b897351500a129,6/14(金) 18:58
2024-06-14,21:38,sports,スポーツ,27,東スポWEB,バイエルン・ミュンヘン　伊藤洋輝獲得で「またか…」独サッカーファンから批判される,49,https://news.yahoo.co.jp/articles/e3023bce5d337481e7b193e2e00ce6c48f251866,6/14(金) 17:56
2024-06-14,21:38,sports,スポーツ,28,日刊スポーツ,【バレー】女子代表カナダにフルセット負けも五輪へ依然有利　14日にカナダ－オランダ直接対決,49,https://news.yahoo.co.jp/articles/cfbd09db58e22cbdd4379d01aab96cd75ab6494c,6/14(金) 5:00
2024-06-14,21:38,sports,スポーツ,29,THE DIGEST,「なんだか中途半端」日本女子バレーが”パリ五輪出場決定”も、釈然としないポイント計算に複雑な声「カナダ戦勝ちたかった」「意味が理解できない」【ネーションズリーグ】,49,https://news.yahoo.co.jp/articles/73acbbd1a2e588dd9ae1eecf1e0a9f746a72e559,6/14(金) 15:37
2024-06-14,21:38,sports,スポーツ,30,スポニチアネックス,【バレーボール】日本女子のパリ五輪出場が決定！6大会連続　日本協会などが電撃発表,48,https://news.yahoo.co.jp/articles/bfd6e550c80649652e18c4f1b0e2f913a04cb520,6/14(金) 14:08
2024-06-14,21:38,sports,スポーツ,31,スポーツ報知,【阪神】今季１０度目の完封負けで交流戦２年連続の負け越し決定、モイネロの前に屈辱の１２三振,47,https://news.yahoo.co.jp/articles/f0caeac2bac9d75fa90a32d15753d02a3302d5c1,6/14(金) 21:02
2024-06-14,21:38,sports,スポーツ,32,デイリースポーツ,天皇杯で起こった大番狂わせ　なぜＪ１首位の町田が筑波大に敗れたのか,46,https://news.yahoo.co.jp/articles/4348815e3508bca3e24403e2a5b5b605f2c06379,6/14(金) 10:00
2024-06-14,21:38,sports,スポーツ,33,日刊スポーツ,【阪神】１軍昇格のノイジーが「３番左翼」スタメン　前日マルチの豊田寛は指名打者／スタメン,46,https://news.yahoo.co.jp/articles/3961f65db4db2545d3e0977d5bd5784895b1ea8a,6/14(金) 18:07
2024-06-14,21:38,sports,スポーツ,34,Full-Count,得点圏打率よりも…大谷翔平の課題「68」　米記者指摘の“勝負弱さ”に嘆き「失望」,45,https://news.yahoo.co.jp/articles/4d08bdc69dc8d29c146f6f83291bba59ac39916d,6/14(金) 18:28
2024-06-14,21:38,sports,スポーツ,35,TBS NEWS DIG Powered by JNN,【広島】執念の延長戦勝利で今季最多タイ貯金7！矢野が11回1死三塁から決勝打 代走・羽月の三盗が効く 投手陣6人で無失点継投,44,https://news.yahoo.co.jp/articles/6342af47f7bfc711ec83c7e68ac8d9528e4fb79d,6/14(金) 21:27
2024-06-14,21:38,sports,スポーツ,36,デイリースポーツ,６連敗の巨人に暗雲　５点リードの七回、スタメン出場の増田大が負傷交代　走塁時に足を痛めたか,44,https://news.yahoo.co.jp/articles/24ec7919eb1f4ffd3e77dc5b9eeeba59d79e53c1,6/14(金) 19:55
2024-06-14,21:38,sports,スポーツ,37,中日スポーツ,中日・宇佐見真吾、同点直後に勝ち越し適時打　細川、板山がチャンスメイクしロッテ・種市の変化球を左前運ぶ,43,https://news.yahoo.co.jp/articles/f659bab1b6dfa33b1bfc022b73cc184f554bbab2,6/14(金) 19:20
2024-06-14,21:38,sports,スポーツ,38,スポーツ報知,【阪神】虎党株主が痛烈指摘、成績不振のノイジーとミエセスを「なぜ使ってるのか」…阪急阪神株主総会,42,https://news.yahoo.co.jp/articles/1da3b5f40e0215e42a3762ab0ee4d8002103e4aa,6/14(金) 12:27
2024-06-14,21:38,sports,スポーツ,39,スポーツ報知,【オリックス】交流戦優勝が消滅…７連勝から２連敗　カスティーヨの奮闘実らず,41,https://news.yahoo.co.jp/articles/5905e087fbea7935a3106847ea17a5da57e488b8,6/14(金) 21:23
2024-06-14,21:38,sports,スポーツ,40,SOCCER DIGEST Web,日本代表のW杯最終予選メンバー26人はこうなる！ 三笘＆伊東の復帰で凄まじい陣容に。６月招集組から落選した４人は？,41,https://news.yahoo.co.jp/articles/0caf0e47bdf4cfe3ea082aaf9136bf0081f0a9c1,6/14(金) 6:18
