scrp_date,scrp_time,genre_en,genre_jp,rank,media_jp,title,comment,link,date_original
2025-09-08,19:08,business,経済,1,ITmedia ビジネスオンライン,「残業キャンセル界隈」名乗る若者が増加中……　上司はどう向き合うべき？,439,https://news.yahoo.co.jp/articles/099cd5f38a2ee5e60e7a68bb814e3e72354e8228,9/8(月) 8:10
2025-09-08,19:08,business,経済,2,読売新聞オンライン,日経平均終値、６２５円高の４万３６４３円…首相退陣表明で「混乱ひとまず収束」と大きく上昇,334,https://news.yahoo.co.jp/articles/6e65f4fe1ec881de8f58d83aae49c5f798f9a2fb,9/8(月) 16:03
2025-09-08,19:08,business,経済,3,テレビ朝日系（ANN）,「みんなで大家さん」提訴へ　分配金の支払い遅れ、解約書類は1年以上届かず,257,https://news.yahoo.co.jp/articles/eb89aac47de25de2c34359b31adad989d54a195c,9/8(月) 13:03
2025-09-08,19:08,business,経済,4,マネーポストWEB,《卒業すれば生涯収入5億～10億円なのに…》JRA競馬学校で開校以来初の卒業生ゼロ　規則遵守や体重管理の問題で4人が退学して3人が留年と発表,107,https://news.yahoo.co.jp/articles/48748920cfb636907f336768e13836def20f8370,9/8(月) 17:45
2025-09-08,19:08,business,経済,5,東京商工リサーチ,8月の倒産 12年ぶり800件超、人手不足倒産は「人件費高騰」が3.0倍増,84,https://news.yahoo.co.jp/articles/1373168d9eee76029469fc32633067bb8b3cd38e,9/8(月) 13:31
2025-09-08,19:08,business,経済,6,朝日新聞,部下が上司を選ぶ人事制度　「上司ガチャ」への劇薬,67,https://news.yahoo.co.jp/articles/9ef3d1d5fca8c3058e829d32c787855482166625,9/8(月) 8:00
2025-09-08,19:08,business,経済,7,TBS NEWS DIG Powered by JNN,円相場が一時1ドル＝148円台半ば　石破総理の辞任表明受け円安,66,https://news.yahoo.co.jp/articles/2ff10a2af2b81bd02e1151871fae680898ce611e,9/8(月) 8:10
2025-09-08,19:08,business,経済,8,時事通信,東京株、一時800円超高　石破首相の退陣表明で,57,https://news.yahoo.co.jp/articles/5882971a9fc7cb596bdf48e64e3ae821abbdd2eb,9/8(月) 9:06
2025-09-08,19:08,business,経済,9,毎日新聞,ヨドバシカメラに下請け法違反で勧告　双方に違法性認識なし　公取委,54,https://news.yahoo.co.jp/articles/d7c8b055ece220c8b48358835dfd6e25f3eac916,9/8(月) 15:30
2025-09-08,19:08,business,経済,10,東洋経済オンライン,【独自】JAL系の格安航空スプリング・ジャパン　「過去に飲酒問題を起こしたパイロット」を重用,50,https://news.yahoo.co.jp/articles/a3c5d2482087be4c120ba486a4addd172d80a7aa,9/8(月) 5:31
2025-09-08,19:08,business,経済,11,みんかぶマガジン,竹中平蔵「私は李平蔵ではない」デマ流布には法的措置…住民税脱税疑惑も「事実捻じ曲げられた」新浪会長の処分には「納得いかない」,50,https://news.yahoo.co.jp/articles/158d291d3d3dc218d030bd20f7204a6ea41e8c2d,9/8(月) 9:10
2025-09-08,19:08,business,経済,12,FNNプライムオンライン（フジテレビ系）,GDPが年率2.2％に大幅上方修正…個人消費0.2→0.4％に引き上げで寄与　4月〜6月期　内閣府,42,https://news.yahoo.co.jp/articles/a6b76bf4f698cf1d1fb34f0621eaab1d5aef1eb8,9/8(月) 9:27
2025-09-08,19:08,business,経済,13,テレビ朝日系（ANN）,疲労回復効果が期待できる「リカバリー服」が市場拡大　偽物も続々と,34,https://news.yahoo.co.jp/articles/112317d96b64dbfa1c908ba8dd884323f1423c93,9/8(月) 12:31
2025-09-08,19:08,business,経済,14,LIMO,【後期高齢者医療制度】「2割負担」の配慮措置が9月末で終了！2026年度からは子ども・子育て支援金の徴収がスタート,33,https://news.yahoo.co.jp/articles/75648b12aeb8125ce0524589175d316237cd95e3,9/8(月) 14:16
2025-09-08,19:08,business,経済,15,毎日新聞,阪神優勝セール始まる　開店時間前倒し　「ぜひ日本一になって」,32,https://news.yahoo.co.jp/articles/71bdeeafc680b6bc6f946e61e6b543f02e66fcc6,9/8(月) 10:30
2025-09-08,19:08,business,経済,16,FNNプライムオンライン,全国ワースト9万4000台撤去　大阪市の放置自転車“返還”に1台3500円「お米買えるのに」嘆きの声,29,https://news.yahoo.co.jp/articles/b44d022251ca36c42a07e649cd8f335d6bc90371,9/8(月) 12:03
2025-09-08,19:08,business,経済,17,毎日新聞,アメリカ向け郵便、一時停止する国が続出　トランプ関税で混乱,27,https://news.yahoo.co.jp/articles/89546ddfd0f58ecb3623fee2d68a1188c9b4c4b1,9/8(月) 16:30
2025-09-08,19:08,business,経済,18,J-CASTニュース,テスラが売れない！中国BYDに大きく離される　欧米でイーロン・マスクへの拒絶反応、日本EVメーカーに勝機は,25,https://news.yahoo.co.jp/articles/fd63e29053e2171cabff2a1e6939645e13003f11,9/8(月) 12:00
2025-09-08,19:08,business,経済,19,マネーポストWEB,「神戸女性殺害事件の不気味さ」と「父の葬式に現れた泥棒未遂犯」…オバ記者が心に留める“怖いことはいつだって潜んでいる“という事実,24,https://news.yahoo.co.jp/articles/f97b8109ce0e1db6082eebc38973e3a358d3cf71,9/8(月) 15:15
2025-09-08,19:08,business,経済,20,THE GOLD ONLINE（ゴールドオンライン）,父は死去、母は施設へ…ビル一棟を相続した「50代・働いた経験ゼロ」のお坊ちゃん、人生初の一人暮らしで起きた悲劇。“切ない孤独死”を告げたパトカーのサイレン,24,https://news.yahoo.co.jp/articles/25516b704c5e7961953848148607b7dfad45af2c,9/8(月) 10:31
