scrape_time,genre_en,genre_jp,rank,media_jp,title,comment,link,date_original
2023-12-08 00:20:04,business,経済,1,帝国データバンク,「コンビニ唐揚げ」も競合に　唐揚げ店の倒産急増、前年の7倍,226,https://news.yahoo.co.jp/articles/f9f4e8cdf99aa772336ebeccfdcf751022c196f1,12/7(木) 8:30
2023-12-08 00:20:04,business,経済,2,日テレNEWS NNN,子ども3人以上の世帯、2025年度から大学無償化へ,199,https://news.yahoo.co.jp/articles/e8f0cdf39680922bf07172f6a395fe2a78bc4995,12/7(木) 11:36
2023-12-08 00:20:04,business,経済,3,帝国データバンク,「社保」「税金」滞納で倒産、急増 　「公租公課滞納」倒産、23年は111件発生　過去最多に,173,https://news.yahoo.co.jp/articles/675335215e70c6c0dc9b6b8fdf37773404847e9f,12/7(木) 15:00
2023-12-08 00:20:04,business,経済,4,テレビ朝日系（ANN）,子どもがいる低所得世帯に5万円の追加給付　政府が検討,163,https://news.yahoo.co.jp/articles/4f9c4d2aaf25daf7698d81485ec6d8a198f3bd65,12/7(木) 21:38
2023-12-08 00:20:04,business,経済,5,日テレNEWS NNN,円相場1ドル＝144円台に円高進む　約3か月ぶり,155,https://news.yahoo.co.jp/articles/8ba2aab201f23ad36fa6e1312ce99d4467edda34,12/7(木) 18:56
2023-12-08 00:20:04,business,経済,6,テレ東BIZ,3人以上の子供がいる家庭の大学無償化へ,108,https://news.yahoo.co.jp/articles/e68a59a43c8f0142a913ec93a2e9e35ac0292bd3,12/7(木) 10:33
2023-12-08 00:20:04,business,経済,7,共同通信,防衛増税、25年も見送りへ　政府・与党、批判を考慮,105,https://news.yahoo.co.jp/articles/b03d9acff2f7736e8131312f91a517bd96b0b04c,12/7(木) 17:04
2023-12-08 00:20:04,business,経済,8,週刊SPA!,倒産が相次ぐパチンコ業界で「パチンコ店店長の平均年収が“630万円”に上がった意外な理由」,83,https://news.yahoo.co.jp/articles/a9b3ee6fe05c3c91e1a24a020850dee3f55e39fe,12/7(木) 15:55
2023-12-08 00:20:04,business,経済,9,レスポンス,【2023-2024 日本カー・オブ・ザ・イヤー】「今年の一台」はトヨタ『プリウス』に決定！3度目の受賞　輸入車はBMW『X1』に,64,https://news.yahoo.co.jp/articles/0dda35e7f9c151d15a0f32da47704717af8aa319,12/7(木) 16:44
2023-12-08 00:20:04,business,経済,10,GQ JAPAN,杉田水脈議員の「人権侵犯」認定から考える：「思いやり」ではなく「システム」として人権を守ること──連載：松岡宗嗣の時事コラム,58,https://news.yahoo.co.jp/articles/b3d9ec06de50c89a5418dc9ef028d0cc97bdc05d,12/7(木) 21:50
