scrape_time,genre_en,genre_jp,rank,media_jp,title,comment,link,date_original
2023-12-07 18:18:48,entertainment,エンタメ,1,中日スポーツ,「不公平すぎる」”多子世帯の大学無償化”報道にネット大荒れ「納得いかない」『増税に耐え…我が子は奨学金借りるの？』,424,https://news.yahoo.co.jp/articles/c94b578d415f0ed171909fa9f550ff95b58a0936,12/7(木) 15:19
2023-12-07 18:18:48,entertainment,エンタメ,2,スポーツ報知,倉田真由美さん、ハトひき殺しでのタクシー運転手逮捕に私見「警察がここまで頑張った理由が本当にわからない」,201,https://news.yahoo.co.jp/articles/1125d013dfbf58eb640e720605e3a7eebf1008fb,12/7(木) 5:09
2023-12-07 18:18:48,entertainment,エンタメ,3,女性自身,「メンタル凄い」羽生結弦“誕生日に写真集発売”が非難の的に…105日離婚で買った反感,161,https://news.yahoo.co.jp/articles/327a834427ccfc223a7a00fe57fbe945ab331ba9,12/7(木) 16:52
2023-12-07 18:18:48,entertainment,エンタメ,4,スポニチアネックス,フィフィ「納税している方々が報われない様では、“働いたら負け”というやる気のない社会になりますよ」,134,https://news.yahoo.co.jp/articles/25a728783f246fe7c0981123abaef07287d81e10,12/7(木) 10:28
2023-12-07 18:18:48,entertainment,エンタメ,5,女性自身,“ホストに100万使った客がカップ麺を買って帰る”ことへのROLANDの見解が物議「もし自分の子だったら」,116,https://news.yahoo.co.jp/articles/7ce790a15c8ab11c7fbd2054092340e17a392df3,12/7(木) 6:05
2023-12-07 18:18:48,entertainment,エンタメ,6,デイリースポーツ,宝塚　雪組公演「出演者の体調不良により」急きょ中止　開演予定時間１５分後に中止アナウンス,104,https://news.yahoo.co.jp/articles/395c44ac035b2a3116e5cef0774026e2dac4f2d3,12/7(木) 12:13
2023-12-07 18:18:48,entertainment,エンタメ,7,ふたまん＋,「なんで?」の連続…令和の19歳女子大生が初めて見てみた『機動戦士ガンダム』驚きの感想,99,https://news.yahoo.co.jp/articles/16d836fa6e37d7d1c0a17ee3042d4975d5a3648d,12/7(木) 11:51
2023-12-07 18:18:48,entertainment,エンタメ,8,日刊スポーツ,「アダモちゃん」島崎俊郎さん死去、68歳　「オレたちひょうきん族」などで活躍,93,https://news.yahoo.co.jp/articles/720896741f0d77b9fe69c913131dd894a61e45b9,12/7(木) 17:18
2023-12-07 18:18:48,entertainment,エンタメ,9,スポニチアネックス,杉村太蔵　自民・裏金疑惑に「支出も収入も書けば何の問題もない。じゃあなんで書かないのかといったら…」,83,https://news.yahoo.co.jp/articles/31a560a1651ceef66194f41d6dc8cc7b93b0b067,12/7(木) 16:54
2023-12-07 18:18:48,entertainment,エンタメ,10,ENCOUNT,本田望結、一人暮らし始めるも「楽しくない」　寂しすぎて団らん音声録音→一人で聞く,81,https://news.yahoo.co.jp/articles/b9a6ddde9af4defc623947f7f0a4362399945849,12/7(木) 12:42
