scrp_date,scrp_time,genre_en,genre_jp,rank,media_jp,title,comment,link,date_original
2023-12-18,10:23,entertainment,エンタメ,1,日刊スポーツ,料理研究家リュウジさん「味の素、体に悪いとか言ってる人全員もれなく反ワクチン」投稿が物議,172,https://news.yahoo.co.jp/articles/fe269c9337a1f13967d48c0cd538dbb4f4f6413b,12/17(日) 20:38
2023-12-18,10:23,entertainment,エンタメ,2,SmartFLASH,小室哲哉が再び借金地獄　2億9234万円“貸主”社長が激白「彼の日常には、莫大な費用がかかります」,171,https://news.yahoo.co.jp/articles/698675a8ffbe81455444670797c23fde1f9e3c64,12/18(月) 6:00
2023-12-18,10:23,entertainment,エンタメ,3,オリコン,『ドリフに大挑戦！』新メンバーに佐々木希「大変光栄なこと」　木村昴＆やす子も登場,84,https://news.yahoo.co.jp/articles/9c8e63e127fa18aab76dc950d9e9793308f880f7,12/18(月) 5:30
2023-12-18,10:23,entertainment,エンタメ,4,日刊スポーツ,SMILE－UP.から独立発表の風間俊介「ゆっくりゆっくり、一歩一歩進む」ZIP！で生報告,80,https://news.yahoo.co.jp/articles/fca101544aa716751fff6ea559792aa4de9c590d,12/18(月) 7:13
2023-12-18,10:23,entertainment,エンタメ,5,ねとらぼ,ヒップホップグループ、渋谷の“ライブ乱入”したdis相手を煽り散らし「おいクソ金歯」「来いよオラ！」　過去楽曲で「ポン中の戯言は問題外」「メッキみてぇな刺青」,74,https://news.yahoo.co.jp/articles/82fa539384e2815243b53ea1916b9ff626dfd893,12/18(月) 8:45
2023-12-18,10:23,entertainment,エンタメ,6,オリコン,『ONE PIECE』完全新作映像で原作1話から再アニメ化決定　Netflix配信で制作はWIT STUDIO【特報映像が公開】,72,https://news.yahoo.co.jp/articles/2e00fccff85b8911e35ec56a8575bfdb4cf4a86e,12/17(日) 18:12
2023-12-18,10:23,entertainment,エンタメ,7,オリコン,木下優樹菜「なんでこんなに叩かれる？」　子育てへの悩み激白＆11歳長女が“涙の告白”,69,https://news.yahoo.co.jp/articles/851353d1279982655a74a13da64529783926801c,12/18(月) 6:30
2023-12-18,10:23,entertainment,エンタメ,8,リアルサウンド,松本潤の徳川家康は大河ドラマ史に刻まれた　『どうする家康』すべての思いが繋がる最終回,67,https://news.yahoo.co.jp/articles/1ed0b9423bae6205adac2c5ae4b9785a8701ad64,12/18(月) 6:02
2023-12-18,10:23,entertainment,エンタメ,9,ENCOUNT,【どうする家康】茶々の壮絶ラストに視聴者感動「北川怪演」「すごい迫力」「ほぼ本能寺の変」,66,https://news.yahoo.co.jp/articles/b77b14e554901a40b065f0414b75f6b30bab86e4,12/18(月) 9:13
2023-12-18,10:23,entertainment,エンタメ,10,スポニチアネックス,「どうする家康」最終回は12・3％　期間平均11・2％は大河歴代ワースト2位　前作「鎌倉殿」下回る,62,https://news.yahoo.co.jp/articles/a29c19b9639ecef62b49b497e4d3a0542ecdb2ee,12/18(月) 9:01
2023-12-18,10:23,entertainment,エンタメ,11,オリコン,『M-1』審査員7人が正式発表　松本人志ら6人が続投　海原ともこが初参加【歴代一覧あり】,51,https://news.yahoo.co.jp/articles/d8d6043f0d77aa6f9a485e2c0149ddf0b67b3592,12/17(日) 13:48
2023-12-18,10:23,entertainment,エンタメ,12,スポニチアネックス,フジ報道局編集長　自民パーティー収入“中抜き”疑惑に「秘書が、という言い逃れはできないと思う」,50,https://news.yahoo.co.jp/articles/ef054a911aec69fbd27beaadecb445b50b49210c,12/18(月) 9:34
2023-12-18,10:23,entertainment,エンタメ,13,オリコン,なすなかにし那須、脳梗塞で緊急手術「現在は回復に向けて入院」　治療に専念するため休養、相方・中西は当面個人で活動,41,https://news.yahoo.co.jp/articles/f16ca9c7c6f5ba2c5304be7c14ccd5b4722d10ce,12/17(日) 13:06
2023-12-18,10:23,entertainment,エンタメ,14,女性自身,「途中で見るのをやめた秋ドラマ」3位『相棒』、2位『ミタゾノ』をおさえたダントツ1位の作品は？,41,https://news.yahoo.co.jp/articles/93c9d109bad8dcb8e85f0cc3ba79d9bbf7650299,12/18(月) 6:03
2023-12-18,10:23,entertainment,エンタメ,15,サンケイスポーツ,寛平マラソン、アインシュタイン稲田「道、間違えた…」で駅伝失格,40,https://news.yahoo.co.jp/articles/cb2bda8fd9f1066af85db228327c540ffe415c77,12/17(日) 16:19
2023-12-18,10:23,entertainment,エンタメ,16,女性自身,松田聖子はファンの前で号泣絶叫、神田正輝は激ヤセ→休養…沙也加さん三回忌まで元夫婦の憔悴奮闘,35,https://news.yahoo.co.jp/articles/df26e829f43c503a7e08ea9c98fd1a98cb90548b,12/18(月) 6:03
2023-12-18,10:23,entertainment,エンタメ,17,オリコン,小栗旬の“老けメイク”に衝撃広がる「まるで別人」　『どうする家康』最終回で最大インパクト,34,https://news.yahoo.co.jp/articles/2a497bef744065ee03fd59f3b99f6d4c2cedc826,12/18(月) 6:00
2023-12-18,10:23,entertainment,エンタメ,18,デイリースポーツ,ＴＶ番組で壮絶怒鳴り合い　須田慎一郎氏と門田隆将氏がパレスチナ情勢で顔突き合わせ　イスラエルとハマス対立そのまま,34,https://news.yahoo.co.jp/articles/04b905b71c4806cc19c790214e10d6dad5b26c8e,12/17(日) 17:54
2023-12-18,10:23,entertainment,エンタメ,19,マグミクス,資金不足にスキャンダル　やむを得ない事情でアニメ制作が中止された「幻の作品」,33,https://news.yahoo.co.jp/articles/b9daf1f044048b579f603702e7e30304b165cf81,12/18(月) 7:10
2023-12-18,10:23,entertainment,エンタメ,20,FRIDAY,【SMAP×SMAP公開処刑事件の裏側】ジャニーズが直面したSMAP解散という「終わりの始まり」,30,https://news.yahoo.co.jp/articles/62a4302cadb7d07a5807221ef72861d858ccf286,12/18(月) 8:00
2023-12-18,10:23,entertainment,エンタメ,21,スポニチアネックス,「どうする家康」最終回「誰？w」天海・小栗旬“老けメーク”ネット驚き！登場2分も大河3作橋渡し話題,30,https://news.yahoo.co.jp/articles/4044c49d640993eef54800b7d468fc5467f2feb0,12/17(日) 20:57
2023-12-18,10:23,entertainment,エンタメ,22,ENCOUNT,【どうする家康】瀬名の登場に視聴者動揺「何だこの超展開」　感動の幕切れに「なんて愛ある最終回」,30,https://news.yahoo.co.jp/articles/68df51567b4f231bcf136075cea4d24facb47372,12/18(月) 9:14
2023-12-18,10:23,entertainment,エンタメ,23,デイリー新潮,篠原涼子、主演ドラマがワースト視聴率に…　なぜ数年で人気が急降下した？,28,https://news.yahoo.co.jp/articles/9060dcb7a6bf35228e924c7ec2edf7029f081568,12/17(日) 11:07
2023-12-18,10:23,entertainment,エンタメ,24,まいどなニュース,『ブギウギ』朝ドラ名物「憩いの場」なくなる…おでん屋閉店で伝蔵が“退場”　おっちゃん今までありがとう！！,28,https://news.yahoo.co.jp/articles/37640502fa67dca8792a230b4980f1a36345fb73,12/18(月) 8:15
2023-12-18,10:23,entertainment,エンタメ,25,スポニチアネックス,青汁王子「高額な先払いって本当に危ないって改めて感じる」脱毛サロン破産、負債58億円、債権者10万人,27,https://news.yahoo.co.jp/articles/39e7d915c794f35a82502f3bb969dd11190e9207,12/18(月) 7:25
2023-12-18,10:23,entertainment,エンタメ,26,スポニチアネックス,福岡みなみ　顔の整形10カ所以上を告白にフォロワー「めちゃ自然」「整形顔になってない」「正直で素敵」,27,https://news.yahoo.co.jp/articles/a83a443e285a4c17a6513b547081529a04f6f262,12/18(月) 8:25
2023-12-18,10:23,entertainment,エンタメ,27,よろず～ニュース,顔面ニキが地上波テレビ番組収録で理不尽対応受け憤る 「入れ墨消して来て下さい」→放送すべてカット,24,https://news.yahoo.co.jp/articles/9552fdec3c0e02ea2ed66f779715b403587cc82a,12/17(日) 22:33
2023-12-18,10:23,entertainment,エンタメ,28,女性自身,がっかりした「2023年ドラマ」ランキング…3位『真夏のシンデレラ』、2位『セクシー田中さん』を抑えた1位は？,23,https://news.yahoo.co.jp/articles/b6fa95ebf8d63090190c741c21a39438dd8eda93,12/18(月) 6:03
2023-12-18,10:23,entertainment,エンタメ,29,スポニチアネックス,有吉弘行「マジで終わってるわ、めっちゃつまんねぇ」不快感マックスになったネット民の一言とは？,23,https://news.yahoo.co.jp/articles/01f8cba571c5cdd6ad205ff882414208783a1f75,12/17(日) 21:34
2023-12-18,10:23,entertainment,エンタメ,30,ねとらぼ,大谷翔平が会見で着用？　米ファッション誌が報じた「国産時計」の“まさかの価格”に驚き「さすが翔平くん」,21,https://news.yahoo.co.jp/articles/d1c3384f7f599c6af423a6760554594df3eb471e,12/17(日) 19:28
2023-12-18,10:23,entertainment,エンタメ,31,オリコン,『ちびまる子ちゃん』山田くん役・山本圭子、最後のせりふは陽気な声で「アハハハ」,20,https://news.yahoo.co.jp/articles/079c3eeb23d1849d01eba461c80b2e08ee98c824,12/17(日) 18:24
2023-12-18,10:23,entertainment,エンタメ,32,ふたまん＋,令和の子どもは知らない? 『ポケモン赤・緑』世代の“最強”が現代と違いすぎる件,19,https://news.yahoo.co.jp/articles/bd6b07a8bd7bf647da26fbfa0043857f09993de3,12/17(日) 18:32
2023-12-18,10:23,entertainment,エンタメ,33,ENCOUNT,人気タレント、顔面10か所以上の整形公表　告白が大反響「整形顔になってない」「めちゃ自然」,18,https://news.yahoo.co.jp/articles/4cf9d5fc69a6ceb6ae359e12cf02ac353a64f827,12/17(日) 17:31
2023-12-18,10:23,entertainment,エンタメ,34,日刊スポーツ,脳梗塞発症「なすなかにし」那須晃行「ラヴィット」欠席、MC川島明「今のうちにちょっと休んで」,16,https://news.yahoo.co.jp/articles/f4360cda5705f27b4e77cbf506c01525f8f8a491,12/18(月) 8:27
2023-12-18,10:23,entertainment,エンタメ,35,中日スポーツ,『どうする家康』北川景子演じる茶々が吐き捨てた最期の台詞にSNS震撼「現代日本そのもの」,16,https://news.yahoo.co.jp/articles/5e4f85b113375d3c6472619e2043b14e219c825b,12/17(日) 21:28
2023-12-18,10:23,entertainment,エンタメ,36,よろず～ニュース,へずまりゅう ゆたぼん誕生日会に乱入を報告 説教も 「最近つまらん」「学校に行ったらしょうもなくなるよ」,16,https://news.yahoo.co.jp/articles/dd2c8eb6d8d8ad184162a07baf2c09f9e70c32f9,12/17(日) 21:50
2023-12-18,10:23,entertainment,エンタメ,37,スポニチアネックス,石橋貴明　さっそく大谷ドジャース観戦を計画も…チケット価格に驚き「恐ろしい金額なの。既に」,16,https://news.yahoo.co.jp/articles/b1d23d149259bea40f006368e991aacfee1c4d59,12/17(日) 14:49
2023-12-18,10:23,entertainment,エンタメ,38,ふたまん＋,セクシー衣装も! 杉本彩に及川奈央、釈由美子…名女優が演じた“特撮作品の美しすぎた悪役”たち,15,https://news.yahoo.co.jp/articles/4e4f922fc92d9be3fb7885fa1c4bca91249ae177,12/18(月) 6:32
