scrp_date,scrp_time,genre_en,genre_jp,rank,media_jp,title,comment,link,date_original
2023-12-18,10:23,world,国際,1,FNNプライムオンライン（フジテレビ系）,車も通行可能…ハマス最大の地下トンネル発見とイスラエル軍発表　長さは4キロ以上深さは最大50メートル,57,https://news.yahoo.co.jp/articles/a44c44cc3e6da76c741dca6c95cbc36120c978e6,12/18(月) 6:27
2023-12-18,10:23,world,国際,2,ＡＦＰ＝時事,イスラエル軍、ガザの教会で母子射殺,49,https://news.yahoo.co.jp/articles/0cadf25e3ca2cc530e2a40a55e65751c25c975e5,12/17(日) 11:46
2023-12-18,10:23,world,国際,3,時事通信,ハマス殲滅は単なるスローガン、真の目的は…◇東海大学客員教授・アラビア語同時通訳者　新谷恵司,20,https://news.yahoo.co.jp/articles/86fa963de9b34c863c11df466a07bc8e1776dc7e,12/18(月) 7:05
2023-12-18,10:23,world,国際,4,テレビ朝日系（ANN）,イスラエル軍　人質3人を誤射　人質の解放優先求める大規模デモ,18,https://news.yahoo.co.jp/articles/83547b0e97d7c319d48e1f198d4a3816f96a6f18,12/17(日) 12:24
2023-12-18,10:23,world,国際,5,ABEMA TIMES,「BTS全員兵役」一体どんな生活？「朝5時58分に目覚める体になる」「ガス室にマスクなしで入る訓練も」その“過酷さ”と“時代への適応”に迫る,17,https://news.yahoo.co.jp/articles/7d3acc93bcb1bcf32e5010d67a77225274a01ad4,12/17(日) 11:03
2023-12-18,10:23,world,国際,6,現代ビジネス,習近平、打つ手なし…！中国の不動産市場は「落ちるナイフ」、誰も拾わず2024年も経済崩壊まっしぐら,16,https://news.yahoo.co.jp/articles/51b04316946acbfcee768cffe3922e28431e0a36,12/18(月) 7:23
2023-12-18,10:23,world,国際,7,CNN.co.jp,イスラエル狙撃兵、カトリック教会で母娘を射殺か　ガザ地区,16,https://news.yahoo.co.jp/articles/31a08e91129a1baa7905189ff191d56b8f6948b5,12/17(日) 12:24
2023-12-18,10:23,world,国際,8,ハンギョレ新聞,韓国の少子高齢化速度「最悪の最悪」…すべての予測値が誤り,15,https://news.yahoo.co.jp/articles/4a0fb7091ffea9e7261d825917c137be4e191395,12/18(月) 9:09
2023-12-18,10:23,world,国際,9,共同通信,ロシア、NATO加盟国攻撃否定　米大統領発言「完全なたわ言」,15,https://news.yahoo.co.jp/articles/49dc430cd737b58d482aa45aa1ccdf367fbe122e,12/18(月) 5:01
2023-12-18,10:23,world,国際,10,中央日報日本語版,「ウクライナ、敗戦の可能性」…結束が揺らぐ米・ＥＵの援助遅延,14,https://news.yahoo.co.jp/articles/c3153438bff82344c10dc85234ea0ac498e9564f,12/18(月) 9:05
2023-12-18,10:23,world,国際,11,KOREA WAVE,韓国空軍の戦闘機墜落事故、原因は「4年前に交換したパッキン部品の脱落」,14,https://news.yahoo.co.jp/articles/8df6c94915cdfc006f022c470ccb34cc9696d008,12/18(月) 9:03
2023-12-18,10:23,world,国際,12,共同通信,渡河作戦は「自殺任務」　ウクライナ軍の兵士証言,12,https://news.yahoo.co.jp/articles/573a50968c22caa21863c4456cfd715f9ef43707,12/18(月) 9:17
