scrp_date,scrp_time,genre_en,genre_jp,rank,media_jp,title,comment,link,date_original
2025-08-21,12:24,it-science,IT・科学,1,ITmedia NEWS,ハッピーセット「ワンピースカードゲーム」が中止に　“ポケカ転売”騒動受け,177,https://news.yahoo.co.jp/articles/85dbe362915bf03974dd7cc526daff5a041b3bb6,8/20(水) 17:52
2025-08-21,12:24,it-science,IT・科学,2,産経新聞,クマ保護団体にサイバー攻撃　「破産手続き開始」と偽メールを送信　駆除巡り誹謗中傷合戦,26,https://news.yahoo.co.jp/articles/33f508a0af6dbd6b6971205c1b69d2b5927a6a14,8/21(木) 7:00
2025-08-21,12:24,it-science,IT・科学,3,スマホライフPLUS,中古スマホの決め手は“バッテリー次第”？購入したい人はわずか2割弱という調査結果に,9,https://news.yahoo.co.jp/articles/10a1249a2cf97129bc746332b72ffee122578d03,8/21(木) 8:30
2025-08-21,12:24,it-science,IT・科学,4,オタク総研,ソフトバンク、事務手数料を一律1100円値上げ　ネット手続きも有料化　ドコモも続く,9,https://news.yahoo.co.jp/articles/34e1f4bb58722089758ab2ca61e0228b858eb988,8/20(水) 16:11
2025-08-21,12:24,it-science,IT・科学,5,FNNプライムオンライン,夜空に大きな光を放つ“火球”を日本各地でモクゲキ　専門家は「数年に一度レベル」隕石として海に落下か,6,https://news.yahoo.co.jp/articles/43b8f74cc8dc6b12e6f2fa1019cf9db742da3111,8/21(木) 11:31
2025-08-21,12:24,it-science,IT・科学,6,ITmedia NEWS,山手線のモバイルバッテリー発火事故、原因は「セル内部の短絡」も直接要因は特定できず　cheeroの調査報告,6,https://news.yahoo.co.jp/articles/278e21646a8352c2560a692c479cc444d636e0fb,8/21(木) 11:29
2025-08-21,12:24,it-science,IT・科学,7,PHILE WEB,iOS 18.6.2提供開始。「すべてのユーザに推奨」重要なセキュリティ修正,6,https://news.yahoo.co.jp/articles/7c409cf8ef189b03150f18d04c3ac4e005dfdf52,8/21(木) 8:56
2025-08-21,12:24,it-science,IT・科学,8,こどもとIT,子育て世帯の9割が物価高の影響を実感、ライフネット生命調べ,5,https://news.yahoo.co.jp/articles/7036db11b338e5fa09581ce4eed8c3f6fecc69d8,8/20(水) 15:30
2025-08-21,12:24,it-science,IT・科学,9,CoinDesk JAPAN,日本の10年物国債利回りが2008年以来の最高水準に──リスク資産にとって不吉な兆候か,5,https://news.yahoo.co.jp/articles/3b4a45add2606c7d639b2160edfac1f1824bc579,8/20(水) 19:50
2025-08-21,12:24,it-science,IT・科学,10,産経新聞,「地球上で最悪の侵略的植物」を大学生らが駆除　千葉・印旛沼周辺、県はアプリで対策も,5,https://news.yahoo.co.jp/articles/34632cd581a710b7d22238e39fa89ea3dfcef1bc,8/20(水) 21:33
